inputs;outputs
0.0, 0.26836813611755606, 0.18667699457784662, 0.07900852052672347, 0.03402938901778809, 0.04331013147718484, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2675947409126063, 0.18667699457784662, 0.07900852052672347, 0.033255993812838364, 0.042536736272235115, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2668213457076566, 0.18667699457784662, 0.07900852052672347, 0.03248259860788863, 0.04176334106728538, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2660479505027069, 0.18667699457784662, 0.07900852052672347, 0.0317092034029389, 0.040989945862335654, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2652745552977572, 0.18667699457784662, 0.07900852052672347, 0.030935808197989172, 0.04021655065738593, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.26450116009280744, 0.18667699457784662, 0.07900852052672347, 0.030162412993039442, 0.03944315545243619, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2637277648878577, 0.18667699457784662, 0.07900852052672347, 0.029389017788089715, 0.038669760247486466, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.262954369682908, 0.18667699457784662, 0.07900852052672347, 0.028615622583139984, 0.03789636504253674, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.26218097447795824, 0.18667699457784662, 0.07900852052672347, 0.027842227378190254, 0.037122969837587005, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.2614075792730085, 0.18667699457784662, 0.07900852052672347, 0.027068832173240527, 0.03634957463263728, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.26063418406805877, 0.18667699457784662, 0.07900852052672347, 0.026295436968290797, 0.03557617942768755, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.25986078886310904, 0.18667699457784662, 0.07900852052672347, 0.025522041763341066, 0.03480278422273782, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.31786542923433875, 0.18667699457784662, 0.07900852052672347, 0.02474864655839134, 0.03402938901778809, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.317092034029389, 0.18667699457784662, 0.07900852052672347, 0.02397525135344161, 0.033255993812838364, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.3163186388244393, 0.18667699457784662, 0.07900852052672347, 0.02320185614849188, 0.03248259860788863, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.31554524361948955, 0.18667699457784662, 0.07900852052672347, 0.02242846094354215, 0.0317092034029389, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.3147718484145398, 0.18667699457784662, 0.07900852052672347, 0.02165506573859242, 0.030935808197989172, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.3139984532095901, 0.18667699457784662, 0.07900852052672347, 0.02088167053364269, 0.030162412993039442, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.31322505800464034, 0.18667699457784662, 0.07900852052672347, 0.020108275328692964, 0.029389017788089715, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.31245166279969067, 0.18667699457784662, 0.07900852052672347, 0.019334880123743233, 0.028615622583139984, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.31167826759474093, 0.18667699457784662, 0.07900852052672347, 0.018561484918793503, 0.027842227378190254, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.3109048723897912, 0.18667699457784662, 0.07900852052672347, 0.017788089713843776, 0.027068832173240527, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.31013147718484146, 0.18667699457784662, 0.07900852052672347, 0.017014694508894045, 0.026295436968290797, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.30935808197989173, 0.18667699457784662, 0.07900852052672347, 0.016241299303944315, 0.025522041763341066, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.308584686774942, 0.18667699457784662, 0.07900852052672347, 0.015467904098994586, 0.02474864655839134, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.2590873936581593, 0.18667699457784662, 0.07900852052672347, 0.014694508894044857, 0.02397525135344161, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.25444702242846096, 0.18667699457784662, 0.07900852052672347, 0.013921113689095127, 0.02320185614849188, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.24980665119876258, 0.18667699457784662, 0.07900852052672347, 0.013147718484145398, 0.02242846094354215, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2451662799690642, 0.18667699457784662, 0.07900852052672347, 0.01237432327919567, 0.02165506573859242, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.24052590873936583, 0.18667699457784662, 0.07900852052672347, 0.01160092807424594, 0.02088167053364269, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.23588553750966745, 0.18667699457784662, 0.07900852052672347, 0.01082753286929621, 0.020108275328692964, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.23124516627996908, 0.18667699457784662, 0.07900852052672347, 0.010054137664346482, 0.019334880123743233, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2266047950502707, 0.18667699457784662, 0.07900852052672347, 0.009280742459396751, 0.018561484918793503, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2219644238205723, 0.18667699457784662, 0.07900852052672347, 0.008507347254447023, 0.017788089713843776, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.21732405259087392, 0.18667699457784662, 0.07900852052672347, 0.007733952049497293, 0.017014694508894045, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.21268368136117555, 0.18667699457784662, 0.07900852052672347, 0.0069605568445475635, 0.016241299303944315, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.20804331013147717, 0.18667699457784662, 0.07900852052672347, 0.006187161639597835, 0.015467904098994586, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.2034029389017788, 0.18667699457784662, 0.07900852052672347, 0.005413766434648105, 0.014694508894044857, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.19876256767208042, 0.18667699457784662, 0.07900852052672347, 0.004640371229698376, 0.013921113689095127, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.19412219644238204, 0.18667699457784662, 0.07900852052672347, 0.0038669760247486465, 0.013147718484145398, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.18329466357308585, 0.18667699457784662, 0.07900852052672347, 0.0030935808197989174, 0.01237432327919567, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 0.0, 0.0, 1.0
0.0, 0.18252126836813612, 0.18667699457784662, 0.07900852052672347, 0.0038669760247486465, 0.013147718484145398, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.18174787316318639, 0.18667699457784662, 0.07900852052672347, 0.004640371229698376, 0.013921113689095127, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.18097447795823665, 0.18667699457784662, 0.07900852052672347, 0.005413766434648105, 0.014694508894044857, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.18020108275328692, 0.18667699457784662, 0.07900852052672347, 0.006187161639597835, 0.015467904098994586, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.1794276875483372, 0.18667699457784662, 0.07900852052672347, 0.0069605568445475635, 0.016241299303944315, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.17865429234338748, 0.09682416731216112, 0.07900852052672347, 0.007733952049497293, 0.017014694508894045, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 0.0, 0.0, 1.0
0.0, 0.17788089713843774, 0.09682416731216112, 0.07900852052672347, 0.0069605568445475635, 0.017788089713843776, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.177107501933488, 0.09682416731216112, 0.07900852052672347, 0.006187161639597835, 0.018561484918793503, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.17633410672853828, 0.09682416731216112, 0.07900852052672347, 0.005413766434648105, 0.019334880123743233, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.17556071152358854, 0.09682416731216112, 0.07900852052672347, 0.004640371229698376, 0.020108275328692964, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.17478731631863884, 0.09682416731216112, 0.07900852052672347, 0.0038669760247486465, 0.02088167053364269, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.1740139211136891, 0.09682416731216112, 0.07900852052672347, 0.0030935808197989174, 0.02165506573859242, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;1.0, 0.0, 0.0, 0.0
0.0, 0.1105955143078113, 0.09682416731216112, 0.07900852052672347, 0.002320185614849188, 0.02242846094354215, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.10595514307811292, 0.09682416731216112, 0.07900852052672347, 0.0015467904098994587, 0.02320185614849188, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.10131477184841454, 0.09682416731216112, 0.07900852052672347, 7.733952049497294E-4, 0.02397525135344161, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.09667440061871617, 0.07823392718822618, 0.07900852052672347, 0.0030935808197989174, 0.02474864655839134, 0.09545454545454546, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.0920340293890178, 0.07823392718822618, 0.07900852052672347, 0.002320185614849188, 0.02397525135344161, 0.09545454545454546, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.08739365815931942, 0.07823392718822618, 0.07900852052672347, 0.0015467904098994587, 0.02320185614849188, 0.09545454545454546, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.08275328692962104, 0.07823392718822618, 0.07900852052672347, 7.733952049497294E-4, 0.02242846094354215, 0.09545454545454546, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.07811291569992267, 0.044926413632842756, 0.07900852052672347, 0.0030935808197989174, 0.02165506573859242, 0.09090909090909091, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.07347254447022429, 0.044926413632842756, 0.07900852052672347, 0.002320185614849188, 0.02088167053364269, 0.09090909090909091, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.06883217324052592, 0.044926413632842756, 0.07900852052672347, 0.0015467904098994587, 0.020108275328692964, 0.09090909090909091, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.06419180201082754, 0.044926413632842756, 0.07900852052672347, 7.733952049497294E-4, 0.019334880123743233, 0.09090909090909091, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.0448569218870843, 0.048024786986831915, 0.07900852052672347, 0.0030935808197989174, 0.018561484918793503, 0.08636363636363636, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.04563031709203403, 0.048024786986831915, 0.07900852052672347, 0.002320185614849188, 0.017788089713843776, 0.08636363636363636, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.04640371229698376, 0.048024786986831915, 0.07900852052672347, 0.0015467904098994587, 0.017014694508894045, 0.08636363636363636, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.04717710750193349, 0.048024786986831915, 0.07900852052672347, 7.733952049497294E-4, 0.016241299303944315, 0.08636363636363636, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.04795050270688322, 0.05112316034082107, 0.07900852052672347, 0.0030935808197989174, 0.015467904098994586, 0.08181818181818182, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.048723897911832945, 0.05112316034082107, 0.07900852052672347, 0.002320185614849188, 0.014694508894044857, 0.08181818181818182, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.04949729311678268, 0.05112316034082107, 0.07900852052672347, 0.0015467904098994587, 0.013921113689095127, 0.08181818181818182, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.050270688321732405, 0.05112316034082107, 0.07900852052672347, 7.733952049497294E-4, 0.013147718484145398, 0.08181818181818182, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.05104408352668213, 0.054221533694810226, 0.07900852052672347, 0.0030935808197989174, 0.01237432327919567, 0.07727272727272727, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03789636504253674, 0.03789636504253674, 0.04021655065738593, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.051817478731631866, 0.054221533694810226, 0.07900852052672347, 0.002320185614849188, 0.01160092807424594, 0.07727272727272727, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03634957463263728, 0.03634957463263728, 0.038669760247486466, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.05259087393658159, 0.054221533694810226, 0.07900852052672347, 0.0015467904098994587, 0.01082753286929621, 0.07727272727272727, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.03480278422273782, 0.03480278422273782, 0.037122969837587005, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.05336426914153132, 0.054221533694810226, 0.07900852052672347, 7.733952049497294E-4, 0.010054137664346482, 0.07727272727272727, 0.5, 0.0, 0.0, 0.0, 0.0, 0.02320185614849188, 0.033255993812838364, 0.033255993812838364, 0.03557617942768755, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
